raw_ppg
1898.8311508494003
2191.7103055462003
2491.7543506367
2795.79230041722
3099.24971514769
3395.97577702789
3678.19013301861
3936.58790522453
4160.63045488875
4339.03122065801
4460.42208410779
4514.15891639949
4491.19818757883
4384.95407985634
4192.0331522344
3912.74775123093
3551.3340356325502
3115.84093176313
2617.70141197066
2071.03739109358
1491.7779515881602
896.6849211325793
302.3806650161103
-275.5373000093527
-823.2285694578507
-1329.1472052646898
-1784.3702168620598
-2182.72805323286
-2520.76533055038
-2797.56863632671
-3014.49870909039
-3174.86029832579
-3283.53572078721
-3346.5967062039
-3370.90072810766
-3363.67967911278
-3332.13662262428
-3283.07241987917
-3222.56374439832
-3155.7096866050997
-3086.45952725352
-3017.52762286718
-2950.39315205115
-2885.37676977398
-2821.7825269596
-2758.0898193428097
-2692.17874319479
-2621.57482934839
-2543.70118420362
-2456.12136078353
-2356.7486220059
-2243.99747606459
-2116.86337722051
-1974.9286716710496
-1818.3023679096898
-1647.5078440361997
-1463.3352003120997
-1266.6741594173197
-1058.3443027327296
-838.9449973709577
-608.7518972909677
-367.6820838155847
-115.33680694895071
148.8812470381923
425.58467615840027
715.1616625437953
1017.4928246917403
1331.6466670109303
1655.5833971069303
1985.8979642238603
2317.63415402281
2644.20481283701
2957.45047533025
3247.85641030534
3504.93127677659
3717.73457642265
3875.5279547385303
3968.51399069638
3988.6087763566
3930.17353728784
3790.6165275747203
3570.77950906128
3275.0483744101102
2911.16824727926
2489.78352247365
2023.7545839421102
1527.3277978261603
1015.2513445604403
501.9284899329583
0.6827566659996984
-476.8145600969957
-920.9291102845917
-1324.2588625501096
-1681.6584245076797
-1990.1261752609298
-2248.5992759576397
-2457.70373647881
-2619.49664416709
-2737.21939118169
-2815.06223607356
-2857.9290089154897
-2871.18920153113
-2860.41156128472
-2831.08418499097
-2788.33660419897
-2736.6863013890197
-2679.83146753154
-2620.5043031699
-2560.39268967611
-2500.13532778132
-2439.39151026938
-2376.97971228298
-2311.07231294551
-2239.42945106681
-2159.65118843367
-2069.42323031592
-1966.7339767888298
-1850.0497457598096
-1718.4393314865397
-1571.6361748228696
-1410.0268960264998
-1234.5649735692698
-1046.6232390737398
-847.8088053757507
-639.7642391759467
-423.9752018545227
-201.6033700312257
26.638966010849586
260.5622128646693
500.5141848680203
747.3278470516653
1002.1929742259243
1266.4486106770103
1541.3017600530402
1827.4864557009803
2124.88877872289
2432.17523484964
2746.46863448712
3063.11639438597
3375.59310875347
3675.57114266228
3953.17921286723
4197.45320952209
4396.9664665469
4540.60438731751
4618.42094314243
4622.48906254105
4547.64510468209
4392.03804305303
4157.41947836782
3849.13795467638
3475.83239727146
3048.85986704213
2581.5296812310403
2088.23493258379
1583.5736209566703
1081.5398297882002
594.8450427032013
134.4070583216873
-290.9774507317777
-674.7814826080297
-1012.7422752999397
-1302.7414514247198
-1544.6115419035898
-1739.8978304012296
-1891.5904741964098
-2003.8350406683796
-2081.6296309353497
-2130.5174041969
-2156.28128408786
-2164.64578523991
-2160.99169453059
-2150.09270802565
-2135.8884801424997
-2121.31285477154
-2108.1958445258997
-2097.25235513687
-2088.16004221332
-2079.7154317295
-2070.04678247621
-2056.85777693636
-2037.6774937140397
-2010.0966806904796
-1971.9746415646896
-1921.6028842976698
-1857.8130716648297
-1780.0208925599998
-1688.2055957738096
-1582.8359868565497
-1464.7615785691396
-1335.0875960081896
-1195.0483573375197
-1045.8888266903098
-888.7588264939737
-724.6212438115397
-554.1762061692267
-377.8043515838427
-195.5329737218377
-7.031454167653711
188.3539522177173
391.5158460269323
603.4468820192703
825.0483757338853
1056.8943586427704
1298.9644938199003
1550.3649856377804
1809.0631192603803
2071.66725477855
2333.28796357835
2587.51521574773
2826.53971912484
3041.43529090193
3222.60517536463
3360.37776583429
3445.71558916189
3470.97561412436
3430.63489205364
3321.88749573351
3145.0318815055402
2903.59395168496
2604.1661246506
2255.98284767864
1870.2858922398202
1459.5525293974104
1036.6703373688104
614.1437008642863
203.4056709926723
-185.7124845008617
-545.3267082029207
-869.6577732431347
-1155.0201250076498
-1399.6774164441497
-1603.6091220777896
-1768.2329081812697
-1896.1193194725197
-1990.7228043635298
-2056.14017305481
-2096.89458539626
-2117.73416506199
-2123.43492675404
-2118.60360595386
-2107.48085292532
-2093.75077826622
-2080.3698417350597
-2069.43176743592
-2062.08318296165
-2058.5004786435297
-2057.93460063898
-2058.82438584977
-2058.96964989469
-2055.74738974069
-2046.3509807449598
-2028.0305640739298
-1998.3117652789297
-1955.1735985351197
-1897.1750182783696
-1823.5249239619898
-1734.0917735016496
-1629.3549313476096
-1510.3093591776797
-1378.3398314257897
-1235.0802280976998
-1082.2706953308198
-921.6209281594117
-754.6832405329307
-582.7364334031078
-406.6822474581697
-226.9614918731767
-43.50282817354811
144.2823143875233
337.4496890665333
537.4120124175442
745.7651105496943
964.0506673176343
1193.4647471768003
1434.5317254304002
1686.7705786067104
1948.3850907902104
2216.01494142287
2484.5891710729
2747.31971230242
2995.8601959410003
3220.64122728434
3411.3781206458902
